arabic,armenian,azerbaijani,basque,bengali,bosnian,bulgarian,catalan,cebuano,corsican,croatian,danish,esperanto,estonian,filipino,finnish,galician,georgian,german,greek,gujarati,haitian,hawaiian,hebrew,hmong,hungarian,icelandic,igbo,indonesian,irish,italian,japanese,javanese,kannada,kazakh,khmer,kurdish,kyrgyz,lao,latin,latvian,luxembourgish,macedonian,malagasy,malaysian,malayalam,maltese,maori,marathi,mongolian,nepali,pashto,persian,polish,portuguese,punjabi,romanian,samoan,serbian,shona,sindhi,sinhala,slovak,somali,spanish,sundanese,swahili,swedish,tajik,tamil,telugu,thai,urdu,uzbek,vietnamese,xhosa,yiddish,yoruba,zulu
حرب,պատերազմ,müharibə,gerra,যুদ্ধ,rat,война,guerra,война,a guerra,rat,krig,milito,sõda,digmaan,sota,guerra,ომი,Krieg,πόλεμο,યુદ્ધ,lagè,kaua,מלחמה,ua tsov ua rog,háború,stríð,agha,perang,cogadh,guerra,戦争,perang,ಯುದ್ಧ,соғыс,សង្រ្គាម,şerr,согуш,ສົງຄາມ,"bellum,",karš,krich,војна,ady,perang,യുദ്ധം,gwerra,te whawhai,युद्ध,дайн,युद्ध,د جګړې,جنگ,wojna,guerra,ਜੰਗ ਦੇ,război,taua,рат,hondo,جنگ,යුද්ධය,vojna,dagaal,guerra,perang,vita,krig,ҷанг,போர்,యుద్ధం,สงคราม,جنگ,urush,chiến tranh,imfazwe,מלחמה,ogun,ukulwa
وضع,դնել,lay,arautuko,রাখা,ležala,лежеше,establir,лежеше,mittaraghju,ležao,lægge,kuŝis,näha,mag-ipon,asettaa,lay,ქმნის,legen,θέσει,મૂકે,kouche,waiho,שכבתי,pw,világi,lá,dina,berbaring,leagan,porre,産む,lay,ಲೇ,қою,ដាក់,danîn,жатты,ການຈັດວາງ,dormivitque,gulēja,zougemaach,постават,mametraka,meletakkan,കിടന്നു,jistabbilixxu,takoto,पोवाडा,тавих,सुते,کېږدي,ذخیره کردن,świeckich,lay,ਰੱਖਣਗੇ,pune,taoto,лаи,akarara,رکون,ගිහි,ležal,"jiifay,",sentar,neundeun,kuweka,låg,фидо,போட,లే,วาง,پوشیدہ,yotar,đặt,beka,לייגן,dubulẹ,walala
ضد,դեմ,qarşı,aurka,বিরুদ্ধে,protiv,срещу,contra,срещу,contru à,protiv,mod,kontraŭ,vastu,laban,vastaan,contra,წინააღმდეგ,gegen,κατά,સામે,kont,ku,נגד,tawm tsam,ellen,gegn,megide,terhadap,i gcoinne,contro,に対する,marang,ವಿರುದ್ಧ,қарсы,ប្រឆាំងនឹង,dijî,каршы,ຕໍ່,contra,pret,géint,против,manohitra,terhadap,എതിരായി,kontra,ki,विरुद्ध,эсрэг,विरुद्ध,په وړاندې,در برابر,przed,contra,ਦੇ ਖਿਲਾਫ,împotriva,faasaga i,против,pamusoro,خلاف,එරෙහිව,proti,ka hor,contra,ngalawan,dhidi ya,mot,бар зидди,எதிரான,వ్యతిరేకంగా,กับ,کے خلاف,qarshi,chống lại,ngokuchasene,קעגן,lodi si,ngokumelene
نمط,օրինակ,model,eredua,প্যাটার্ন,obrazac,модел,patró,модел,mintali,uzorak,mønster,ŝablono,muster,pattern,kuvio,estándar,ნიმუში,Muster,μοτίβο,પેટર્ન,modèl,kumu,דפוס,qauv,minta,mynstur,ụkpụrụ,pola,patrún,modello,パターン,pola,ಮಾದರಿ,үлгі,គំរូ,mînak,узор,ຮູບແບບ,"exemplar,",raksts,muster,модел,fomba,corak,മാതൃക,mudell,tauira,नमुना,хэв маяг,नमुना,بيلګه,الگوی,wzór,padrão,ਪੈਟਰਨ,model,mamanu,Паттерн,muenzaniso,طرز,රටාව,vzor,naqshad,patrón,corak,muundo,mönster,намуна,அமைப்பு,నమూనా,ลวดลาย,پیٹرن,namuna,mô hình,ipatheni,מוסטער,Àpẹẹrẹ,iphethini
بطيئة,դանդաղ,yavaş,motela,ধীর,spor,бавен,lenta,бавен,lentu,spor,langsom,malrapida,aeglane,mabagal,hidas,lento,ნელი,schleppend,αργή,ધીમી,dousman,kali,איטי,qeeb,lassú,hægur,ngwa,lambat,mall,lento,遅い,alon,ನಿಧಾನ,баяу,យឺត,hêdî,жай,ຊ້າ,tardus,lēni,luesen,бавен,miadana,perlahan,സ്ലോ,bil-mod,puhoi,मंद,удаан,ढिलो,ورو,کند,powolny,lento,ਹੌਲੀ,lent,telegese,споро,nonoka,آهستي,මන්දගාමී,pomaly,gaabis ah,lenta,alon,polepole,långsam,оҳиста,மெதுவாக,నెమ్మదిగా,ช้า,سست,sekin,chậm,olucothayo,פּאַמעלעך,o lọra,wephuza
مركز,կենտրոն,mərkəzi,zentroa,কেন্দ্র,centar,център,centre,център,centre,centar,centrum,centro,keskus,center,keskus,centro,ცენტრი,Zentrum,κέντρο,કેન્દ્ર,SANT,kikowaena,מרכז,chaw,központ,miðstöð,ebe,pusat,ionad,centro,センター,tengah,ಸೆಂಟರ್,орталық,កណ្តាល,navîne,борбор,ສູນກາງ,centrum,centrs,zentrum,центар,afovoany,pusat,കേന്ദ്രം,ċentru,te pokapū,केंद्र,төв,केन्द्र,مرکز,مرکز,centrum,centro,ਕਦਰ,centru,nofoaga autu o,Центар,pakati,مرڪز,මධ්යස්ථානයක්,centrum,xarunta,centro,pusat,kituo cha,centrum,марказ,சென்டர்,సెంటర్,ศูนย์,مرکز,markaz,trung tâm,iziko,צענטער,aarin,isikhungo
الحب,ոչ,sevgi,maitasun,প্রেম,love,обичам,estimar,обичам,àmanu,volim,elsker,love,armastus,pag-ibig,rakkaus,amo,მიყვარს,Liebe,αγάπη,પ્રેમ,renmen,aloha,אהבה,hlub,szerelem,ást,n’anya,cinta,grá,amore,愛,tresna,ಪ್ರೀತಿ,махаббат,ក្ដីស្រឡាញ់,evîn,сүйүү,ຄວາມຮັກ,amant,mīlestība,léift,љубов,fitiavana,suka,സ്നേഹം,imħabba,aroha,प्रेम,хайр,प्रेम,مينه,دوست دارم,miłość,amo,ਪਿਆਰ ਦੀ,dragoste,alofa,лове,rudo,عشق,ආදරය,láska,jecel,amar,bogoh,upendo,kärlek,дӯст доштан,காதல்,ప్రేమ,ความรัก,محبت,sevgi,tình yêu,uthando,ליבע,ni ife,athande
شخص,մարդ,şəxs,pertsona,ব্যক্তি,osoba,човек,persona,човек,persona,osoba,"person,",persono,inimene,tao,henkilö,persoa,პირი,Person,πρόσωπο,વ્યક્તિ,moun,kanaka,אדם,tus neeg,személy,maður,onye,orang,duine,persona,人,wong,ವ್ಯಕ್ತಿ,адам,មនុស្សម្នាក់,şexs,адам,ບຸກຄົນ,aliquis,persona,persoun,лице,olona,orang,വ്യക്തി,persuna,tangata,व्यक्ती,хүн,व्यक्ति,شخص,فرد,osoba,pessoa,ਵਿਅਕਤੀ ਨੂੰ,persoană,tagata,Лице,munhu,ماڻهو,පුද්ගලයා,osoba,qof,persona,jelema,mtu,personen,одам,நபர்,వ్యక్తి,คน,شخص,shaxs,người,umntu,מענטש,eniyan,Umuntu
المال,գումար,pul,dirua,টাকা,novac,пари,diners,пари,soldi,novac,penge,monon,raha,pera,raha,diñeiro,ფული,Geld,χρήματα,પૈસા,lajan,kala,כסף,nyiaj,pénz,peningar,ego,uang,airgead,soldi,マネー,dhuwit,ಹಣ,ақша,លុយ,dirav,акча,ເງິນ,"pecuniam,",nauda,suen,пари,vola,wang,പണം,flus,moni,पैसा,мөнгө,पैसा,پيسې,پول,pieniądze,dinheiro,ਪੈਸੇ ਨੂੰ,bani,tupe,новац,mari,رقم,මුදල්,peniaze,lacag,dinero,duit,fedha,pengar,пул,பணத்தை,డబ్బు,เงิน,پیسہ,pul,tiền,imali,געלט,owo,imali
خدمة,ծառայել,xidmət,balioko,পরিবেশন করা,služe,послужи,servir,послужи,servinu,služe,tjene,servas,teenima,maghatid,palvella,servir,ემსახურება,dienen,εξυπηρετούν,સેવા આપવા,sèvi,malama,לשרת,pab,szolgál,þjóna,ozi,melayani,freastal,servire,サーブ,ngawula,ಸೇವೆ,қызмет ету,បម្រើ,sûxrekirin,кызмат кылуу,ບໍລິການ,serviant,kalpot,zerwéieren,служат,manompo,berkhidmat,സേവിക്കുക,jservu,e mahi,सर्व्ह,үйлчлэх,सेवा,خدمت,خدمت,służyć,servir,ਦੀ ਸੇਵਾ,servi,tautua,служе,kushumira,جي عبادت ڪريو,සේවය,slúžiť,adeegaan,servir,ngaladenan,kutumika,tjäna,хизмат,சேவை,సర్వ్,ให้บริการ,خدمت,xizmat,phục vụ,khonza,דינען,sin,ukukhonza
تظهر,հայտնվել,görünür,agertzen,প্রদর্শিত,pojavljuju,се появи,apareixerà,се появи,cumpariri,pojaviti,synes,aperi,ilmub,lumitaw,ilmestyä,aparecer,"როგორც ჩანს,",erscheinen,εμφανίζονται,દેખાય,parèt,hele mai,להופיע,tshwm,jelenik meg,birtist,iyi,muncul,le feiceáil,apparire,見える,katon,ದೂರವಾಣಿ,пайда болу,លេចឡើង,xûyabûn,көрүнүшү,ປະກົດວ່າ,appareant,parādās,schéngen,се појави,hita,muncul,ദൃശ്യമാകും,jidhru,puta,दिसतात,гарч ирэх,देखा,ښکاري,به نظر می رسد,pojawiają się,aparecer,ਵਿਖਾਈ,apărea,foliga mai,појављују,oneka,ظاهر,පෙනී,sa objaví,muuqdaan,aparecerá,katingali,itaonekana,synas,пайдо,தோன்றும்,టెలిఫోన్,ปรากฏ,ظاہر,paydo,xuất hiện,avele,דערשייַנען,han,avele
طريق,ճանապարհային,yol,errepide,রাস্তা,putu,път,carretera,път,stradale,cesta,vej,vojo,tee,kalsada,tie,estrada,გზის,Straße,δρόμος,માર્ગ,wout,alanui,כביש,txoj kev,út,vegum,okporo ụzọ,jalan,bóthar,strada,道路,dalan,ರಸ್ತೆ,жол,ផ្លូវ,rê,жол,ຖະຫນົນຫົນທາງ,"via,",ceļš,strooss,патот,lalana,jalan raya,റോഡ്,triq,te ara,रस्ता,авто зам,सडक,د سړک,جاده,drogowego,estrada,ਸੜਕ ’,rutier,ala,пут,mugwagwa,رستي ۾,මාර්ග,cesty,wadada,carretera,jalan,barabara,väg,роҳ,சாலை,రోడ్డు,ถนน,سڑک,yo’l,đường,indlela,וועג,opopona,umgwaqo
خريطة,քարտեզ,map,mapa,মানচিত্র,Karta,Карта,mapa,Карта,Mappa,karta,kort,Mapo,kaart,mapa,kartta,mapa,რუკა,Karte,χάρτης,નકશો,kat jeyografik,palapala ’āina,המפה,daim ntawv qhia,térkép,kort,map,peta,léarscáil,mappa,マップ,peta,ನಕ್ಷೆ,карта,ផែនទី,qert,карта,ແຜນທີ່,tabula,karte,uweisen,мапа,sarintany,peta,ഭൂപടം,mappa,map,नकाशा,газрын зураг,नक्शा,نقشه,نقشه,Mapa,mapa,"ਨਕਸ਼ਾ,",harta,faafanua,Карта,mepu,نقشي,සිතියම,mapa,khariidad,mapa,peta,ramani,karta,харита,வரைபடத்தை,మాప్,แผนที่,نقشہ,xarita,Bản đồ,imephu,מאַפּע,agbaye,ibalazwe
مطر,անձրեւ,yağış,euri,বৃষ্টি,kiše,дъжд,pluja,дъжд,arcusgi,kiša,regn,pluvo,vihm,ulan,sade,choiva,წვიმა,regen,βροχή,વરસાદ,lapli,ka ua,גשם,los nag,eső,rigning,mmiri ozuzo,hujan,báisteach,pioggia,雨,udan,ಮಳೆ,жаңбыр,ភ្លៀង,baran,жаан,ຝົນຕົກຫນັກ,pluviae,lietus,reen,дожд,orana,hujan,മഴ,xita,ua,पाऊस,бороо,वर्षा,باران,باران,deszcz,chuva,", ਮੈਸਿਡੋਨਿਆ,",ploaie,timu,Раин,mvura,مينهن,වැසි,dážď,roob,lluvia,hujan,mvua,regn,борон,மழை,వర్షం,ฝน,بارش,yomg’ir,mưa,imvula,רעגן,ojo,nemvula
حكم,կանոն,qayda,arau,নিয়ম,pravilo,правило,regla,правило,règula,pravilo,regel,regulo,reegel,panuntunan,sääntö,regra,წესი,Regel,κανόνας,નિયમ,règ,rula,שלטון,txoj cai,szabály,regla,ọchịchị,aturan,riail,regola,ルール,aturan,ನಿಯಮ,ереже,ច្បាប់,rêz,бийлик,ກົດລະບຽບ,imperium,noteikums,regel,правило,fitsipika,peraturan,ചട്ടം,regola,tikanga,नियम,дүрэм,नियम,حاکمیت,قانون,reguła,regra,ਨਿਯਮ ਦੇ,regulă,tulafono,Правило,mutemo,راڄ,පාලනය,pravidlo,xeerka,regla,aturan,utawala,regel,волоияти,ஆட்சி,పాలన,กฎ,اصول,qoida,quy tắc,umthetho,הערשן,ofin,ukubusa
الحكم,կառավարել,idarə,gobernatzeko,শাসন করা,upravljaju,управлява,governar,управлява,cuvirnari,vladati,regere,regi,reguleerima,namamahala sa,säätelevät,gobernar,არეგულირებს,regieren,διέπουν,સંચાલન,gouvène,hoomalu,למשול,kav,kormány,stjórna,akara,mengatur,rialaíonn,governare,支配する,mrentah,ಆಡಳಿತ,басқару,គ្រប់គ្រង,birêvebirin,башкаруу,ລັດຖະບານ,regunt,valdīt,regéieren,регулираат,hitantana,mentadbir,ഭരിക്കുക,jirregolaw,faatere i,राज्य,удирдах,शासन,د حکومت,حکومت,rządzić,governar,ਰਾਜ,guverna,pulea,регулишу,tonga,حڪومت,පාලනය,vládnuť,xukumaan,gobernar,marentah,serikali,regera,танзим,ஆட்சி,పాలించే,ควบคุม,حکومت,boshqarmoq,phối,lawula,רעגירן,akoso,phatha
سحب,քաշեք,çəkmək,tira,টান,povući,дръпнете,halar,дръпнете,intenzioni,povući,træk,tiri,tõmba,hilahin,vetää,puxe,გაიყვანოს,ziehen,τραβήξτε,ખેંચી,rale,huki,למשוך,rub,húzza,draga,Dọọ,menarik,tarraingt,tirare,引っ張る,narik,ಪುಲ್,тарт,ទាញ,kişandin,тартуу,ດຶງ,attrahendam,vilkt,erluecht,повлече,sintony,menarik,വലിക്കുക,iġbed,hutia,खेचणे,татах,पुल,کشول,کشیدن,ciągnąć,puxe,ਖਿੱਚੋ,trage,toso,повући,kweva,پل,අදින්න,ťahať,jiid,Halar,betot,kuvuta,dra,кашидан,இழுக்க,పుల్,ดึง,ھیںچو,torting,kéo,Tsala,ציען,fa,donsa
بارد,ցուրտ,soyuq,hotza,ঠান্ডা,hladno,студено,fred,студено,imbernu,hladnoće,kold,malvarma,külm,malamig,kylmä,frío,ცივი,Kälte,κρύο,ઠંડા,frèt,anu,קר,txias,hideg,kalt,oyi,dingin,fuar,freddo,寒い,kadhemen,ಶೀತ,суық,ជំងឺផ្តាសាយ,sarma,суук,ເຢັນ,"frigus,",auksts,keelt,ладна,mangatsiaka,sejuk,തണുത്ത,kiesaħ,matao,थंड,хүйтэн,चिसो,سوړ,سرد,zimno,frio,ਠੰਡੇ,rece,mālūlū,хладно,chando,ڀڌ,සීතල,za studena,qabow,frío,tiis,baridi,förkylning,хунук,குளிர்,చల్లని,เย็น,سرد,sovuq,lạnh,ingqele,קאַלט,tutu,ezibandayo
إشعار,ծանուցում,bildiriş,oharra,বিজ্ঞপ্তি,najave,предизвестие,avís,предизвестие,esaudita,obavijest,varsel,anonco,teade,notice,huomautus,aviso,ცნობა,Hinweis,ειδοποίηση,નોટિસ,avi,Hoike,הודעה,daim ntawv ceeb toom,értesítés,tilkynning,mara,pemberitahuan,Fógra,avviso,予告,kabar,ಸೂಚನೆ,ескерту,សេចក្តីជូនដំណឹង,nivîsk,билдирүү,ແຈ້ງການ,Observate,paziņojums,notiz,најава,filazana,notis,അറിയിപ്പ്,avviż,pānui,सूचना,мэдээлэл,सूचना,خبرتیا,اطلاع,ogłoszenie,aviso,ਨੂੰ ਨੋਟਿਸ,Anunț,le faasilasilaga,белешка,chiziviso,نوٽيس,දැනුම් දීමකින්,oznámenia,ogaysiis,aviso,mere nyaho,ilani,meddelande,огоҳинома,அறிவிப்பு,నోటీసు,แจ้งให้ทราบล่วงหน้า,نوٹس,bildirishnoma,thông báo,isaziso,באַמערקן,akiyesi,Isaziso
صوت,ձայն,səs,ahotsa,ভয়েস,glas,глас,veu,глас,vuci,glas,stemme,voĉo,hääl,boses,ääni,voz,ხმა,Stimme,φωνή,અવાજ,vwa,leo,קול,suab,hang,rödd,olu,suara,guth,voce,声,swara,ಧ್ವನಿ,дауыс,សំលេង,deng,үн,ສຽງ,vox,balss,stëmm,глас,feo,suara,ശബ്ദം,vuċi,reo,आवाज,дуу хоолой,आवाज,غږ,صدای,głos,voz,ਦੀ ਆਵਾਜ਼,voce,leo,Воице,izwi,آواز,හඬ,hlas,codka,voz,sora,sauti,röst,овоз,குரல்,వాయిస్,เสียง,آواز,ovoz,giọng nói,ilizwi,קול,ohun,ngezwi
الطاقة,էներգիա,enerji,energia,শক্তি,energije,енергия,energia,енергия,enirgia,energije,energi,energion,energia,enerhiya,energia,enerxía,ენერგიის,Energie,ενέργεια,ઊર્જા,enèji,ikehu,אנרגיה,zog,energia,orka,ike,energi,fuinnimh,energia,エネルギー,energi,ಶಕ್ತಿ,энергия,ថាមពល,înercî,энергия,ພະລັງງານ,navitas,enerģija,energie,енергија,hery,tenaga,ഊര്ജം,enerġija,pūngao,ऊर्जा,эрчим хүчний,ऊर्जा,د انرژۍ د,انرژی,energii,energia,ਊਰਜਾ,energie,malosi,Енерги,simba,توانائي,බලශක්ති,energie,tamar,energía,tanaga,nishati,energi,энергетика,ஆற்றல்,శక్తి,พลังงาน,توانائی,quvvat,năng lượng,amandla,ענערגיע,agbara,amandla
مطاردة,որս,ov,ehiza,খোঁজা,Hunt,лов,caça,лов,caccià,Hunt,jagt,ĉasi,jaht,Hunt,metsästää,caza,hunt,Jagd,κυνήγι,શિકાર,lachas,i hoʻohālua,ציד,hunt,vadászat,veiði,ichu nta,berburu,fiach,caccia,狩り,goleki,ಬೇಟೆ,аңшылық,ប្រមាញ់,neçir,аң уулоо,ການລ່າສັດ,hunt,medības,kentaur,лов,mihaza,memburu,നായാട്ട്,kaċċa,whaiwhai,शोधाशोध,ан,शिकार,تکل لري,شکار,polowanie,caça,ਸ਼ਿਕਾਰ,vânătoare,tuli,Хунт,kuvhima,تلاش,දඩයම,lov,ugaarsi,caza,moro,kuwinda,jakt,шикор,வேட்டை,వేట,ล่า,ہنٹ,ov,săn,ukuzingela,גיינ אַף,sode,ukuhlasela
محتمل,հավանական,ehtimal,probable,সম্ভাব্য,vjerojatno,вероятен,probable,вероятен,di gattiva,vjerojatno,sandsynlig,probabla,tõenäoline,malamang,todennäköinen,probable,"სავარაუდოა,",wahrscheinlich,πιθανή,સંભવિત,pwobab,paha,סביר,tej zaum,valószínű,líklegt,puru omume,kemungkinan,is dócha,probabile,ありそうな,kemungkinan,ಬಹುಶಃ,ықтимал,ទំនង,dibe,мүмкүн болгон,ອາດຈະ,probabile,iespējams,probabel,веројатно,inoana,kemungkinan,സംഭാവമായ,probabbli,pea,शक्य,магадлалтай,संभावित,احتمالي,احتمالی,prawdopodobne,provável,ਸੰਭਵ,probabil,faʻamata,вероватно,fungidzira,امڪان,අනුමාන,"pravdepodobné,",dhici kara,probable,probable,kinachowezekana,trolig,имконпазир,சாத்தியமான,మూడింటిని,น่าจะเป็น,ممکنہ,ehtimolli,có thể xảy ra,mhlawumbi,פּראַבאַבאַל,afaimo,kungenzeka
